DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.667089	66	7	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.667304	66	7	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.667571	66	7	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.667607	66	7	2	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.667804	66	7	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.667875	66	7	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.668071	66	8	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.668179	66	8	0	4	6	1	1	0	7541	20	0	14.4618 	0	1.88668e-09
DL	0.668304	66	8	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.668339	66	8	1	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.668571	66	8	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.668589	66	8	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.668804	66	8	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.668821	66	8	3	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.669071	66	9	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.669125	66	9	0	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.669304	66	9	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.669375	66	9	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.669571	66	9	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.669625	66	9	2	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.669804	66	9	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.669821	66	9	3	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.670071	67	0	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.670089	67	0	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.670304	67	0	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.670339	67	0	1	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.670571	67	0	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.670643	67	0	2	4	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.670804	67	0	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.670875	67	0	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.671071	67	1	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.671107	67	1	0	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.671304	67	1	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.671571	67	1	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.671589	67	1	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.671804	67	1	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.671857	67	1	3	3	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.672071	67	2	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.672161	67	2	0	4	5	1	1	0	6283	20	0	14.4618 	0	1.69801e-09
DL	0.672304	67	2	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.672375	67	2	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.672571	67	2	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.672589	67	2	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.672804	67	2	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.673071	67	3	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.673107	67	3	0	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.673304	67	3	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.673375	67	3	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.673571	67	3	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.673679	67	3	2	4	6	1	1	0	7541	20	0	14.4618 	0	1.88668e-09
DL	0.673804	67	3	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.673839	67	3	3	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.674071	67	4	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.674089	67	4	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.674304	67	4	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.674321	67	4	1	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.674571	67	4	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.674625	67	4	2	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.674804	67	4	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.674875	67	4	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.675071	67	5	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.675125	67	5	0	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.675304	67	5	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.675321	67	5	1	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.675571	67	5	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.675589	67	5	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.675804	67	5	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.675839	67	5	3	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.676071	67	6	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.676143	67	6	0	4	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.676304	67	6	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.676375	67	6	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.676571	67	6	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.676607	67	6	2	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.676804	67	6	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.677071	67	7	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.677089	67	7	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.677304	67	7	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.677357	67	7	1	3	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.677571	67	7	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.677661	67	7	2	4	5	1	1	0	6283	20	0	14.4618 	0	1.69801e-09
DL	0.677804	67	7	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.677875	67	7	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.678071	67	8	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.678089	67	8	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.678304	67	8	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.678571	67	8	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.678607	67	8	2	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.678804	67	8	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.678875	67	8	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.679071	67	9	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.679179	67	9	0	4	6	1	1	0	7541	20	0	14.4618 	0	1.88668e-09
DL	0.679304	67	9	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.679339	67	9	1	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.679571	67	9	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.679589	67	9	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.679804	67	9	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.679821	67	9	3	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.680071	68	0	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.680125	68	0	0	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.680304	68	0	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.680375	68	0	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.680571	68	0	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.680625	68	0	2	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.680804	68	0	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.680821	68	0	3	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.681071	68	1	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.681089	68	1	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.681304	68	1	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.681339	68	1	1	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.681571	68	1	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.681643	68	1	2	4	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.681804	68	1	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.681875	68	1	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.682071	68	2	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.682107	68	2	0	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.682304	68	2	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.682571	68	2	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.682589	68	2	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.682804	68	2	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.682857	68	2	3	3	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.683071	68	3	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.683161	68	3	0	4	5	1	1	0	6283	20	0	14.4618 	0	1.69801e-09
DL	0.683304	68	3	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.683375	68	3	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.683571	68	3	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.683589	68	3	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.683804	68	3	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.684071	68	4	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.684107	68	4	0	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.684304	68	4	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.684375	68	4	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.684571	68	4	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.684679	68	4	2	4	6	1	1	0	7541	20	0	14.4618 	0	1.88668e-09
DL	0.684804	68	4	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.684839	68	4	3	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.685071	68	5	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.685089	68	5	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.685304	68	5	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.685321	68	5	1	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.685571	68	5	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.685625	68	5	2	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.685804	68	5	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.685875	68	5	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.686071	68	6	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.686125	68	6	0	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.686304	68	6	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.686321	68	6	1	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.686571	68	6	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.686589	68	6	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.686804	68	6	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.686839	68	6	3	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.687071	68	7	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.687143	68	7	0	4	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.687304	68	7	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.687375	68	7	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.687571	68	7	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.687607	68	7	2	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.687804	68	7	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.688071	68	8	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.688089	68	8	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.688304	68	8	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.688357	68	8	1	3	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.688571	68	8	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.688661	68	8	2	4	5	1	1	0	6283	20	0	14.4618 	0	1.69801e-09
DL	0.688804	68	8	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.688875	68	8	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.689071	68	9	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.689089	68	9	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.689304	68	9	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.689571	68	9	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.689607	68	9	2	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.689804	68	9	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.689875	68	9	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.690071	69	0	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.690179	69	0	0	4	6	1	1	0	7541	20	0	14.4618 	0	1.88668e-09
DL	0.690304	69	0	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.690339	69	0	1	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.690571	69	0	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.690589	69	0	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.690804	69	0	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.690821	69	0	3	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.691071	69	1	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.691125	69	1	0	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.691304	69	1	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.691375	69	1	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.691571	69	1	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.691625	69	1	2	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.691804	69	1	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.691821	69	1	3	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.692071	69	2	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.692089	69	2	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.692304	69	2	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.692339	69	2	1	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.692571	69	2	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.692643	69	2	2	4	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.692804	69	2	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.692875	69	2	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.693071	69	3	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.693107	69	3	0	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.693304	69	3	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.693571	69	3	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.693589	69	3	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.693804	69	3	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.693857	69	3	3	3	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.694071	69	4	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.694161	69	4	0	4	5	1	1	0	6283	20	0	14.4618 	0	1.69801e-09
DL	0.694304	69	4	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.694375	69	4	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.694571	69	4	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.694589	69	4	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.694804	69	4	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.695071	69	5	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.695107	69	5	0	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.695304	69	5	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.695375	69	5	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.695571	69	5	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.695679	69	5	2	4	6	1	1	0	7541	20	0	14.4618 	0	1.88668e-09
DL	0.695804	69	5	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.695839	69	5	3	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.696071	69	6	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.696089	69	6	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.696304	69	6	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.696321	69	6	1	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.696571	69	6	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.696625	69	6	2	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.696804	69	6	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.696875	69	6	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.697071	69	7	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.697125	69	7	0	4	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.697304	69	7	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.697321	69	7	1	3	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.697571	69	7	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.697589	69	7	2	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.697804	69	7	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.697839	69	7	3	3	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.698071	69	8	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.698143	69	8	0	4	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.698304	69	8	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.698375	69	8	1	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.698571	69	8	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.698607	69	8	2	4	2	1	1	0	2513	20	0	14.4618 	0	7.54671e-10
DL	0.698804	69	8	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.699071	69	9	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.699089	69	9	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.699304	69	9	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.699357	69	9	1	3	3	1	1	0	3772	20	0	14.4618 	0	9.43339e-10
DL	0.699571	69	9	2	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.699661	69	9	2	4	5	1	1	0	6283	20	0	14.4618 	0	1.69801e-09
DL	0.699804	69	9	3	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
UL	0.699875	69	9	3	3	4	1	1	0	5027	20	0	14.4618 	0	1.32067e-09
DL	0.700071	70	0	0	1	3	1	1	0	3772	20	0	14.4618	0	9.43339e-10
UL	0.700089	70	0	0	4	1	1	1	0	1258	20	0	14.4618 	0	3.77335e-10
DL	0.700304	70	0	1	1	2	1	1	0	2513	20	0	14.4618	0	7.54671e-10
DL	0.700571	70	0	2	1	3	1	1	0	3772	20	0	11.1352	1	1
UL	0.700607	70	0	2	4	2	1	1	0	2513	20	0	11.1352 	1	1
DL	0.700804	70	0	3	1	2	1	1	0	2513	20	0	11.1352	1	1
UL	0.700875	70	0	3	3	4	1	1	0	5027	20	0	11.1352 	1	1
DL	0.701071	70	1	0	1	3	1	1	0	3772	20	0	11.1352	0	0
UL	0.701179	70	1	0	4	6	1	1	0	7541	20	0	11.1352 	1	1
DL	0.701321	70	1	1	1	3	1	1	0	3772	20	1	11.1352	1	1
DL	0.701375	70	1	1	4	3	1	1	0	3772	20	2	11.1352	0	0
UL	0.701411	70	1	1	7	2	1	1	0	2513	20	1	11.1352 	0	0
UL	0.701446	70	1	1	9	2	1	1	0	1966	17	0	11.1352 	0	0.00298716
DL	0.701554	70	1	2	1	2	1	1	0	2513	20	1	11.1352	0	0
DL	0.701589	70	1	2	3	2	1	1	0	2513	20	2	11.1352	1	1
DL	0.701625	70	1	2	5	2	1	1	0	1828	16	0	11.1352	0	0
UL	0.701696	70	1	2	7	4	1	1	0	5027	20	1	11.1352 	0	0
DL	0.701839	70	1	3	1	4	1	1	0	3657	16	0	11.1352	0	0
UL	0.701946	70	1	3	5	6	1	1	0	7541	20	1	11.1352 	0	0
DL	0.702089	70	2	0	1	4	1	1	0	3657	16	1	11.1352	0	0
DL	0.702161	70	2	0	5	4	1	1	0	3657	16	2	11.1352	0	0
UL	0.702214	70	2	0	9	3	1	1	0	2949	17	0	11.1352 	0	0.00398089
DL	0.702375	70	2	1	1	6	1	1	0	5483	16	0	11.1352	0	0
UL	0.702482	70	2	1	7	6	1	1	0	5896	17	0	11.1352 	0	0.00794593
DL	0.702625	70	2	2	1	6	1	1	0	5483	16	0	11.1352	0	0
UL	0.702732	70	2	2	7	6	1	1	0	5896	17	0	11.1352 	0	0.00794593
DL	0.702821	70	2	3	1	3	1	1	0	2743	16	0	11.1352	0	0
UL	0.702911	70	2	3	4	5	1	1	0	4913	17	0	11.1352 	0	0.00695616
DL	0.703089	70	3	0	1	4	1	1	0	3657	16	0	11.1352	0	0
UL	0.703125	70	3	0	5	2	1	1	0	1966	17	0	11.1352 	0	0.00298716
DL	0.703321	70	3	1	1	3	1	1	0	2743	16	0	11.1352	0	0
UL	0.703357	70	3	1	4	2	1	1	0	1966	17	0	11.1352 	0	0.00298716
DL	0.703589	70	3	2	1	4	1	1	0	3657	16	0	11.1352	0	0
UL	0.703625	70	3	2	5	2	1	1	0	1966	17	0	11.1352 	0	0.00298716
DL	0.703821	70	3	3	1	3	1	1	0	2743	16	0	11.1352	0	0
UL	0.703857	70	3	3	4	2	1	1	0	1966	17	0	11.1352 	0	0.00298716
DL	0.704089	70	4	0	1	4	1	1	0	3657	16	0	11.1352	0	0
UL	0.704143	70	4	0	5	3	1	1	0	2949	17	0	11.1352 	0	0.00398089
DL	0.704321	70	4	1	1	3	1	1	0	2743	16	0	11.1352	0	0
UL	0.704375	70	4	1	4	3	1	1	0	2949	17	0	11.1352 	0	0.00398089
DL	0.704589	70	4	2	1	4	1	1	0	3657	16	0	11.1352	0	0
UL	0.704661	70	4	2	5	4	1	1	0	3929	17	0	11.1352 	0	0.00596539
DL	0.704821	70	4	3	1	3	1	1	0	2743	16	0	11.1352	0	0
UL	0.704875	70	4	3	4	3	1	1	0	2949	17	0	11.1352 	0	0.00398089
DL	0.705089	70	5	0	1	4	1	1	0	3657	16	0	11.1352	0	0
UL	0.705125	70	5	0	5	2	1	1	0	1966	17	0	11.1352 	0	0.00298716
DL	0.705321	70	5	1	1	3	1	1	0	2743	16	0	11.1352	0	0
UL	0.705357	70	5	1	4	2	1	1	0	1966	17	0	11.1352 	0	0.00298716
DL	0.705589	70	5	2	1	4	1	1	0	3657	16	0	11.1352	0	0
UL	0.705643	70	5	2	5	3	1	1	0	2949	17	0	11.1352 	0	0.00398089
DL	0.705821	70	5	3	1	3	1	1	0	2743	16	0	11.1352	0	0
UL	0.705875	70	5	3	4	3	1	1	0	2949	17	0	11.1352 	0	0.00398089
DL	0.706089	70	6	0	1	4	1	1	0	3657	16	0	11.1352	0	0
