DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.882821	88	2	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.882893	88	2	3	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.883089	88	3	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.883179	88	3	0	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.883321	88	3	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.883375	88	3	1	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.883589	88	3	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.883625	88	3	2	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.883821	88	3	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.883839	88	3	3	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.884089	88	4	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.884143	88	4	0	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.884321	88	4	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.884393	88	4	1	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.884589	88	4	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.884679	88	4	2	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.884821	88	4	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.884875	88	4	3	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.885089	88	5	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.885125	88	5	0	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.885321	88	5	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.885339	88	5	1	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.885589	88	5	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.885643	88	5	2	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.885821	88	5	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.885893	88	5	3	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.886089	88	6	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.886179	88	6	0	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.886321	88	6	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.886375	88	6	1	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.886589	88	6	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.886625	88	6	2	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.886821	88	6	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.886839	88	6	3	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.887089	88	7	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.887143	88	7	0	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.887321	88	7	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.887393	88	7	1	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.887589	88	7	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.887679	88	7	2	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.887821	88	7	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.887875	88	7	3	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.888089	88	8	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.888125	88	8	0	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.888321	88	8	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.888339	88	8	1	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.888589	88	8	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.888643	88	8	2	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.888821	88	8	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.888893	88	8	3	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.889089	88	9	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.889179	88	9	0	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.889321	88	9	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.889375	88	9	1	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.889589	88	9	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.889625	88	9	2	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.889821	88	9	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.889839	88	9	3	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.890089	89	0	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.890143	89	0	0	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.890321	89	0	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.890393	89	0	1	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.890589	89	0	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.890679	89	0	2	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.890821	89	0	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.890875	89	0	3	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.891089	89	1	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.891125	89	1	0	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.891321	89	1	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.891339	89	1	1	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.891589	89	1	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.891643	89	1	2	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.891821	89	1	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.891893	89	1	3	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.892089	89	2	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.892179	89	2	0	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.892321	89	2	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.892375	89	2	1	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.892589	89	2	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.892625	89	2	2	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.892821	89	2	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.892839	89	2	3	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.893089	89	3	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.893143	89	3	0	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.893321	89	3	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.893393	89	3	1	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.893589	89	3	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.893679	89	3	2	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.893821	89	3	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.893875	89	3	3	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.894089	89	4	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.894125	89	4	0	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.894321	89	4	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.894339	89	4	1	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.894589	89	4	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.894643	89	4	2	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.894821	89	4	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.894893	89	4	3	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.895089	89	5	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.895179	89	5	0	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.895321	89	5	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.895375	89	5	1	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.895589	89	5	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.895625	89	5	2	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.895821	89	5	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.895839	89	5	3	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.896089	89	6	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.896143	89	6	0	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.896321	89	6	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.896393	89	6	1	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.896589	89	6	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.896679	89	6	2	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.896821	89	6	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.896875	89	6	3	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.897089	89	7	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.897125	89	7	0	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.897321	89	7	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.897339	89	7	1	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.897589	89	7	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.897643	89	7	2	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.897821	89	7	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.897893	89	7	3	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.898089	89	8	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.898179	89	8	0	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.898321	89	8	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.898375	89	8	1	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.898589	89	8	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.898625	89	8	2	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.898821	89	8	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.898839	89	8	3	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.899089	89	9	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.899143	89	9	0	5	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.899321	89	9	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.899393	89	9	1	4	4	1	1	0	3657	16	0	10.6936 	0	0
DL	0.899589	89	9	2	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.899679	89	9	2	5	5	1	1	0	4572	16	0	10.6936 	0	0
DL	0.899821	89	9	3	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.899875	89	9	3	4	3	1	1	0	2743	16	0	10.6936 	0	0
DL	0.900089	90	0	0	1	4	1	1	0	3657	16	0	10.6936	0	0
UL	0.900125	90	0	0	5	2	1	1	0	1828	16	0	10.6936 	0	0
DL	0.900321	90	0	1	1	3	1	1	0	2743	16	0	10.6936	0	0
UL	0.900339	90	0	1	4	1	1	1	0	914	16	0	10.6936 	0	2.37987e-12
DL	0.900589	90	0	2	1	4	1	1	0	3657	16	0	8.36498	1	1
UL	0.900643	90	0	2	5	3	1	1	0	2743	16	0	8.36498 	1	1
DL	0.900821	90	0	3	1	3	1	1	0	2743	16	0	8.36498	0	0
UL	0.900893	90	0	3	4	4	1	1	0	3657	16	0	8.36498 	1	1
DL	0.901089	90	1	0	1	4	1	1	0	3657	16	0	8.36498	1	1
UL	0.901179	90	1	0	5	5	1	1	0	4572	16	0	8.36498 	1	1
DL	0.901339	90	1	1	1	4	1	1	0	3657	16	1	8.36498	0	0
DL	0.901411	90	1	1	5	4	1	1	0	3657	16	2	8.36498	1	1
UL	0.901464	90	1	1	9	3	1	1	0	2743	16	1	8.36498 	0	0
DL	0.901571	90	1	2	1	3	1	1	0	2195	14	0	8.36498	0	0
UL	0.901643	90	1	2	4	4	1	1	0	3657	16	1	8.36498 	0	0
DL	0.901821	90	1	3	1	3	1	1	0	2195	14	1	8.36498	0	1.33227e-15
DL	0.901875	90	1	3	4	3	1	1	0	2195	14	2	8.36498	0	1.33227e-15
UL	0.901964	90	1	3	7	5	1	1	0	4572	16	1	8.36498 	0	0
DL	0.902125	90	2	0	1	6	1	1	0	4388	14	0	8.36498	0	2.66454e-15
UL	0.902232	90	2	0	7	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.902375	90	2	1	1	6	1	1	0	4388	14	1	8.36498	0	2.66454e-15
DL	0.902482	90	2	1	7	6	1	1	0	4388	14	2	8.36498	0	2.66454e-15
DL	0.902625	90	2	2	1	6	1	1	0	4388	14	0	8.36498	0	2.66454e-15
UL	0.902732	90	2	2	7	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.902875	90	2	3	1	6	1	1	0	4388	14	0	8.36498	0	2.66454e-15
UL	0.902982	90	2	3	7	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.903125	90	3	0	1	6	1	1	0	4388	14	0	8.36498	0	2.66454e-15
UL	0.903232	90	3	0	7	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.903339	90	3	1	1	4	1	1	0	2926	14	0	8.36498	0	1.77636e-15
UL	0.903482	90	3	1	5	8	1	1	0	5850	14	0	8.36498 	0	3.55271e-15
DL	0.903607	90	3	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.903696	90	3	2	6	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.903821	90	3	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.903857	90	3	3	4	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.904107	90	4	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.904143	90	4	0	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.904321	90	4	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.904411	90	4	1	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.904607	90	4	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.904714	90	4	2	6	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.904821	90	4	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.904911	90	4	3	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.905107	90	5	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.905143	90	5	0	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.905321	90	5	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.905357	90	5	1	4	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.905607	90	5	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.905661	90	5	2	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.905821	90	5	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.905929	90	5	3	4	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.906107	90	6	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.906214	90	6	0	6	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.906321	90	6	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.906393	90	6	1	4	4	1	1	0	2926	14	0	8.36498 	0	1.77636e-15
DL	0.906607	90	6	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.906643	90	6	2	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.906821	90	6	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.906875	90	6	3	4	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.907107	90	7	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.907161	90	7	0	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.907321	90	7	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.907411	90	7	1	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.907607	90	7	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.907696	90	7	2	6	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.907821	90	7	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.907911	90	7	3	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.908107	90	8	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.908143	90	8	0	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.908321	90	8	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.908357	90	8	1	4	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.908607	90	8	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.908661	90	8	2	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.908821	90	8	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.908929	90	8	3	4	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.909107	90	9	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.909214	90	9	0	6	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.909321	90	9	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.909393	90	9	1	4	4	1	1	0	2926	14	0	8.36498 	0	1.77636e-15
DL	0.909607	90	9	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.909643	90	9	2	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.909821	90	9	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.909875	90	9	3	4	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.910107	91	0	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.910161	91	0	0	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.910321	91	0	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.910411	91	0	1	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.910607	91	0	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.910696	91	0	2	6	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.910821	91	0	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.910911	91	0	3	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.911107	91	1	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.911143	91	1	0	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.911321	91	1	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.911357	91	1	1	4	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.911607	91	1	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.911661	91	1	2	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.911821	91	1	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.911929	91	1	3	4	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.912107	91	2	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.912214	91	2	0	6	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.912321	91	2	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.912393	91	2	1	4	4	1	1	0	2926	14	0	8.36498 	0	1.77636e-15
DL	0.912607	91	2	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.912643	91	2	2	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.912821	91	2	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.912875	91	2	3	4	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.913107	91	3	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.913161	91	3	0	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.913321	91	3	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.913411	91	3	1	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.913607	91	3	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.913696	91	3	2	6	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.913821	91	3	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.913911	91	3	3	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.914107	91	4	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.914143	91	4	0	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.914321	91	4	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.914357	91	4	1	4	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.914607	91	4	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.914661	91	4	2	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.914821	91	4	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.914929	91	4	3	4	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.915107	91	5	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.915214	91	5	0	6	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.915321	91	5	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.915393	91	5	1	4	4	1	1	0	2926	14	0	8.36498 	0	1.77636e-15
DL	0.915607	91	5	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.915643	91	5	2	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.915821	91	5	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.915875	91	5	3	4	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.916107	91	6	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.916161	91	6	0	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.916321	91	6	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.916411	91	6	1	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.916607	91	6	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.916696	91	6	2	6	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.916821	91	6	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.916911	91	6	3	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.917107	91	7	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.917143	91	7	0	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.917321	91	7	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.917357	91	7	1	4	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.917607	91	7	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.917661	91	7	2	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.917821	91	7	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.917929	91	7	3	4	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.918107	91	8	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.918214	91	8	0	6	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.918321	91	8	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.918393	91	8	1	4	4	1	1	0	2926	14	0	8.36498 	0	1.77636e-15
DL	0.918607	91	8	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.918643	91	8	2	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.918821	91	8	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.918875	91	8	3	4	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.919107	91	9	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.919161	91	9	0	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.919321	91	9	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.919411	91	9	1	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.919607	91	9	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.919696	91	9	2	6	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.919821	91	9	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.919911	91	9	3	4	5	1	1	0	3657	14	0	8.36498 	0	2.22045e-15
DL	0.920107	92	0	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.920143	92	0	0	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.920321	92	0	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.920357	92	0	1	4	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.920607	92	0	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.920661	92	0	2	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.920821	92	0	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.920929	92	0	3	4	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.921107	92	1	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.921214	92	1	0	6	6	1	1	0	4388	14	0	8.36498 	0	2.66454e-15
DL	0.921321	92	1	1	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.921393	92	1	1	4	4	1	1	0	2926	14	0	8.36498 	0	1.77636e-15
DL	0.921607	92	1	2	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.921643	92	1	2	6	2	1	1	0	1464	14	0	8.36498 	0	8.88178e-16
DL	0.921821	92	1	3	1	3	1	1	0	2195	14	0	8.36498	0	1.33227e-15
UL	0.921875	92	1	3	4	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
DL	0.922107	92	2	0	1	5	1	1	0	3657	14	0	8.36498	0	2.22045e-15
UL	0.922161	92	2	0	6	3	1	1	0	2195	14	0	8.36498 	0	1.33227e-15
